"","season_name","season","episode","day","tribe_status","castaway","immunity","vote","nullified","voted_out","order","vote_order","castaway_id","vote_id","voted_out_id"
"2531","Survivor: Redemption Island",22,10,27,"Merged","Phillip",NA,"Julie",FALSE,"Julie",11,1,337,330,330
"2532","Survivor: Redemption Island",22,10,27,"Merged","Ralph",NA,"Phillip",FALSE,"Julie",11,1,331,337,330
"2533","Survivor: Redemption Island",22,10,27,"Merged","Boston Rob","Individual","Julie",FALSE,"Julie",11,1,55,330,330
"2534","Survivor: Redemption Island",22,10,27,"Merged","Steve",NA,"Phillip",FALSE,"Julie",11,1,332,337,330
"2535","Survivor: Redemption Island",22,11,30,"Merged","Andrea",NA,"Ralph",FALSE,"Ralph",12,1,333,331,331
"2536","Survivor: Redemption Island",22,11,30,"Merged","Ashley",NA,"Ralph",FALSE,"Ralph",12,1,335,331,331
"2537","Survivor: Redemption Island",22,11,30,"Merged","Grant","Individual","Ralph",FALSE,"Ralph",12,1,334,331,331
"2538","Survivor: Redemption Island",22,11,30,"Merged","Natalie",NA,"Ralph",FALSE,"Ralph",12,1,336,331,331
"2539","Survivor: Redemption Island",22,11,30,"Merged","Phillip",NA,"Ralph",FALSE,"Ralph",12,1,337,331,331
"2540","Survivor: Redemption Island",22,11,30,"Merged","Ralph",NA,"Boston Rob",FALSE,"Ralph",12,1,331,55,331
"2541","Survivor: Redemption Island",22,11,30,"Merged","Boston Rob",NA,"Ralph",FALSE,"Ralph",12,1,55,331,331
"2542","Survivor: Redemption Island",22,11,30,"Merged","Steve",NA,"Boston Rob",FALSE,"Ralph",12,1,332,55,331
"2543","Survivor: Redemption Island",22,11,30,"Merged","Andrea",NA,"Steve",FALSE,"Steve",13,1,333,332,332
"2544","Survivor: Redemption Island",22,11,30,"Merged","Ashley",NA,"Steve",FALSE,"Steve",13,1,335,332,332
"2545","Survivor: Redemption Island",22,11,30,"Merged","Grant",NA,"Steve",FALSE,"Steve",13,1,334,332,332
"2546","Survivor: Redemption Island",22,11,30,"Merged","Natalie",NA,"Steve",FALSE,"Steve",13,1,336,332,332
"2547","Survivor: Redemption Island",22,11,30,"Merged","Phillip",NA,"Steve",FALSE,"Steve",13,1,337,332,332
"2548","Survivor: Redemption Island",22,11,30,"Merged","Boston Rob","Individual","Steve",FALSE,"Steve",13,1,55,332,332
"2549","Survivor: Redemption Island",22,11,30,"Merged","Steve",NA,"Grant",FALSE,"Steve",13,1,332,334,332
"2550","Survivor: Redemption Island",22,12,32,"Merged","Andrea",NA,"Phillip",FALSE,"Andrea",14,1,333,337,333
"2551","Survivor: Redemption Island",22,12,32,"Merged","Ashley",NA,"Andrea",FALSE,"Andrea",14,1,335,333,333
"2552","Survivor: Redemption Island",22,12,32,"Merged","Grant",NA,"Andrea",FALSE,"Andrea",14,1,334,333,333
"2553","Survivor: Redemption Island",22,12,32,"Merged","Natalie",NA,"Andrea",FALSE,"Andrea",14,1,336,333,333
"2554","Survivor: Redemption Island",22,12,32,"Merged","Phillip",NA,"Andrea",FALSE,"Andrea",14,1,337,333,333
"2555","Survivor: Redemption Island",22,12,32,"Merged","Boston Rob","Individual","Andrea",FALSE,"Andrea",14,1,55,333,333
"2556","Survivor: Redemption Island",22,13,35,"Merged","Ashley","Individual","Grant",FALSE,"Grant",15,1,335,334,334
"2557","Survivor: Redemption Island",22,13,35,"Merged","Grant",NA,"Natalie",FALSE,"Grant",15,1,334,336,334
"2558","Survivor: Redemption Island",22,13,35,"Merged","Natalie",NA,"Grant",FALSE,"Grant",15,1,336,334,334
"2559","Survivor: Redemption Island",22,13,35,"Merged","Phillip",NA,"Grant",FALSE,"Grant",15,1,337,334,334
"2560","Survivor: Redemption Island",22,13,35,"Merged","Boston Rob",NA,"Grant",FALSE,"Grant",15,1,55,334,334
"2561","Survivor: Redemption Island",22,14,37,"Merged","Andrea",NA,"Boston Rob",FALSE,"Andrea",16,1,333,55,333
"2562","Survivor: Redemption Island",22,14,37,"Merged","Ashley","Individual","Andrea",FALSE,"Andrea",16,1,335,333,333
"2563","Survivor: Redemption Island",22,14,37,"Merged","Natalie",NA,"Andrea",FALSE,"Andrea",16,1,336,333,333
